comment,score,en
เป็นโรงพยาบาลที่มีคนไข้มารอตรวจเยอะมากและมารอกันแต่เช้าตรู่มาก แต่ละคนมารอไม่ต่ำกว่าตี5 และพอถึงเวลาลุงรปภ.เปิดประตูทุกคนก็เหมือนจะเตรียมวิ่ง 4*100เมตร เพื่อไปต่อคิวรับบัตร แต่รับบัตรคิวผ่านพี่พยาบาลคัดกรองเท่านั้นนะไม่ใช่เข้าตรวจ มาตรวจแต่ละครั้งใช้เวลา1วัน นี่ละโรงพยาบาลใจกลางเมือง,5,"Is a hospital with many patients waiting to be examined and very early in the morning Each person comes to wait no later than 5 am And when it's time for Uncle Security to open the door, everyone seems to be preparing to run 4 * 100 meters to queue up to receive the card. But accept the queue card through the screening nurse only, not the check Each visit takes 1 day. This is the hospital in the city center."
"คือผมกับภรรยาไปฝากครรภ์ที่นั่นซึ่งเป็นโรงพยาบาลของรัฐ วันนี้เราไปครั้งเเรกไปตั้งเเต่เช้าที่ตึก ภปร.ประมาณตี5กว่าคนเยอะเเน่นมากจะได้คิวได้บัตรก็สายๆ แอบหงุดหงิดอยู่เหมือนกันจนภรรยาเกือบจะเป็นลมอยู่หลายครั้ง(555)กว่าจะได้คิวทำบัตรก็รอเป็นชั่วโมงกว่าจะได้เจอคุณหมอก็ถือว่านานมากเเต่พ่อไม่ถอดใจเพราะคิดว่าทำเพื่อตัวเล็ก เเต่เมื่อเจอคุณหมอ,พยาบาลที่นี่กลับไม่เป็นอย่างที่คิดคือดูเเลบริการได้ดีมากๆให้คำปรึกษา คำเเนะนำตั้งเเต่ไปเข้าทำบัตรจนฝากครรภ์เสร็จ ซึ่งไม่ได้ต่างจาก รพ.เอกชนเลยผมกับภรรยาเหนื่อยมากกับการรอคิวเรียกเเละรอตรวจกว่าจะเสร็จก็เกือบเย็นๆครับ เมื่อเทียบกับรพ.เอกชนเเล้วที่นี่ถูกและประหยัดกว่ามากเเละเทียบกับการบริการผมคิดว่าคุ้มสุดๆ อาจจะต้องช้าหน่อยเพราะคนเยอะแต่ถ้าคุณได้ไปคุณจะประทับใจในบริการอย่างเเน่นอนอย่างที่ผมกับภรรยาได้ไปในวันนี้",5,"My wife and I went to the antenatal clinic there, the government hospital. Today, we went to the first morning to go to the building in the morning. King Bhumibol Adulyadej's Government Office, around 5 am. More than a lot of people. Will get a queue. Card is late. I was so irritated that my wife almost fainted many times (hahaha) .To queuing to get the card, waiting for an hour to see the doctor is considered a very long time, but the father does not give up because he thinks it is for the small one. But when seeing a doctor, nurse here is not as expected, it is very good service and provide advice. Introduction to get the card until the antenatal care is complete. Which is not different from Private hospital. My wife and I are very tired of waiting for the queue and waiting until the check is almost done. Compared to private hospitals, this place is cheaper and more economical, and compared to the service, I think the best value. It may be a bit slow because there are a lot of people, but if you go, you will be impressed with the quality of service that my wife and I have today."
บริการดี พยาบาลน่ารัก และเจ้าหน้าที่น่ารัก,5,"Good service, lovely nurse and lovely staff."
ไปคลีนิคนอกเวลา หมอตรวจละเอียด มีการติดตามผลการรักษา,4,Going to a part-time clinic Doctor examined With follow-up treatment
น้องชายเกิดอุบัติเหตุรถชนสมองไหลกะโหลกแตกละเอียด..รพ.ที่แรกที่เข้าคือบางมดไม่ทำแผลเข็นน้องไปมาจนเราโวยวายถึงบอกจะส่งน้องไปจุฬา..พอไปถึงจุฬาหมอบอกน้องสมองเสียหายมาก..ผ่าตัดถึง2ครั้งมีคำพูดนึงที่หมอพูดทำให้เรามีกำลังใจ..หมอพูดว่า..เอาแค่น้องรอดก่อนนะเรื่องอื่นค่อยว่ากัน..เพียงคำพูดนี้กำลังใจของครอบครัวมามากมาย..ทั้งที่หมอบอกให้ทำใจในการผ่าตัดครั้งแรก..เพราะให้เลือดมากแล้วเลือดมาคลั่งอีกข้างถ้าผ่าน้องจะเลือดออกเยอะแล้วช็อคพวกเรากอดกันนั่งร้องไห้หน้าห้องicuจนหมอต้องบอกว่าหมอจะเอาค่าเลือดน้องไปตรวจถ้าน้องสู้หมอก้อจะสู้..แล้วหมอก้อบอกน้องสู้..เอาแค่น้องรอดก่อนนะ...แสงสว่างที่ริบหรี่สว่างขึ้นทันที..ขอบคุณหมอที่ รพ.จุฬา,5,"The brother had a car crash, brain drain, skull fracture. The first hospital, Bang Mot, did not hurt the wound, pushed him back and forth until we were so angry that he told me to send Chula .. When he reached Chula, the doctor told me that the brain was very damaged. ..Touch up to 2 times. There is one word that the doctor says makes us cheer .. The doctor said .. Just just survive first, other matters gradually say .. Just this saying encouragement of many families .. despite The doctor told me to come to terms in surgery. The first thing .. because it gives a lot of blood and blood to the other side. If you cut a lot of blood and then shocked, we hug each other. Crying in front of the icu room until the doctor must say that the doctor will take your blood to check if you fight the doctor. Will fight .. and the doctor tells Nong to fight .. just survive first ... the flickering light brightens .. thank the doctor at Chula Hospital"
ดิฉันได้เข้ารักษาที่โรงพยาบาล(คลินิกพิเศษรอกเวลาราชการ) ซึ่งขั้นตอนแรกต้องทำบัตรประจำตัวผู้ป่วยก่อน และก็ต้องทีนีดหมายจากแพทย์ด้วย เนื่องจากดิฉันได้โทรเข้าโรงพยาบาลและได้ทำการจองคิวนัดตรวจกับคุณหมอเรียบร้อยแล้วโดยพยาบาลจะถามชื่อ และอาการป่วย แล้วทำนัดกับคุณหมอให้ เมื่อถึงวันเวลานัดก็เข้าพบกับคุณหมอได้ และถือว่าตรงเวลามากๆ ไม่เสียเวลาเลย เมื่อตรวจเสร็จ ก็สามารถไปรัยาและชำระเงิน แต่ขั้นตอนนี้จะใช้เวลานานหน่อยแต่ก็ไม่เกิน20นาที เพราะต้องรอรับยาและชำระเงินพร้อมกันทุกแผนกทำให้มีจำนวนคิวที่เยอะ แต่โดยรวมแล้วดิฉันก็ประทับใจในการบริการของโรงพยาบาลมาก เพราะทุกคนสุภาพ พูดจาดี และคุณหมอของที่นี้ก็เก่งมากๆดลยค่ะ,4,"I was admitted to a hospital (a special clinic of Bobcats), in which the first step had to make a patient ID card. And must also refer to the doctor as well Since I have called to the hospital and have already booked a doctor appointment, the nurse will ask the name and the illness and make an appointment with the doctor. When the appointed time came, he was able to meet with the doctor. And is considered very timely Don't waste time When the examination is finished Can go to Raya and pay But this process will take a little longer but not more than 20 minutes Because having to wait to receive medicine and pay at the same time in every department, resulting in a lot of queues But overall, I was very impressed with the hospital service. Because everyone is polite, speaks well, and the doctors here are very good."
มีมาตรฐานและการบริการสูง,5,With high standards and service
หมอใจดีมากก,4,The doctor is very kind.
"การบริการเป็นระบบ,ถ้าไม่พูดถึงการรอ ในส่วนของแผนกเด็กมีการติดตามผลอย่างต่อเนื่องพยาบาลเด็กเป็นมิตรดีค่ะ",5,"Service is systematic, if not talking about waiting As for the children department, there is ongoing follow-up. The child nurse is very friendly."
ให้คำปรึกษาดี ตอบอธิบายคนไข้อย่างละเอียด และมีเครื่องมือ การรักษาที่ทันสมัย,5,Good advice Respond to the patient in detail And have tools Modern treatment
ดิชั้นเป็นคนไข้กระดูกพรุน และกระดูกสะโพกเสื่อมไม่สะดวกในการเดิน บ่อยครั้งที่ไปโรงพยาบาลต้องเดินไปตรวจที่ตึกต่างๆซึ่งไกลกันมากๆ เมื่อดิชันขอความช่วยเหลือโดยขอรถเข็น มักจะได้รับปฏิกิริยาสีหน้าที่บ่งบอกถึงความรำคาญที่ดิชั้นไม่มีญาติมาเข็น(ซึ่งดิชั้นไม่สามารถหาญาติไปด้วยได้เนื่องจากความจำเป็นหลายอย่าง) เจ้าหน่าที่รถเข็นจะบอกให้รอ แต่ไม่รับประกันว่าจะกี่ขั่วโมง!เพราะต้องรอเจ้าหน้าที่ตึกนั่น(ที่ดิชั้นต้องการจะไปรักษา)มา แล้วที่เจ็บคือเจ้าหน้าที่ 4-5 คนนั่งคุยกันต่อโดยไม่สนใจดิชั้นอีก นี่แค่ 1 ในเรื่องอีกหลายเรื่องที่เจอ ทั้งระบบการต่อคิว การตรวจเลือดก็เปลี่ยนแปลงแทบทุกครั้งที่ไปรักษา เจ้าหน้าที่ตอบไม่ตรงกันทำให้ดิชั้นต้องเดินขึ้นลงหลายรอบ บางท่านบอกไม่ต้อวออกบัต่(ประกันสังคม)พอจึ้นไปข้างบนบอกไม่ได้ ต้องลงไปเอาบัตร ต่อแคิวอีกรอบ ยังมีอีกเยอะค่ะ เล่าไม่หมด,2,"I am the osteoporosis patient. And hip deterioration, not easy to walk Often go to the hospital, have to walk to inspect the buildings that are very far away When the part asks for help by requesting a wheelchair Often getting facial reactions, indicating annoyance that Di-I doesn't have a relative to push in (which Di-I can't find a relative with due to many needs). But do not guarantee how many hours! Because the wait for the building staff (which I want to treat) come And then the pain was that 4-5 officials were continuing to sit and talk without even paying attention to the floor. This is just 1 of many other issues The whole queuing system Blood tests change almost every time they go to treatment. The staff responded differently, causing me to walk up and down many times. Some people say they don't want to leave the card (social security). So far, I can't tell you. Have to go down and get a card Continue to ride again There are still many more. Not all."
ผมเป็นอีกหนึ่งคนไข้ ที่เคยได้เข้ารับการรักษาที่โรงพยาบาลจุฬาลงกรณ์ เป็นเวลาเกือบ 2 เดือน ที่ต้องพักรักษาตัวในฐานะคนไข้ใน ณ โรงพยาบาลแห่งนี้ โดยผมได้รับสิทธิ์ด้วยการใช้บัตรทอง ......ความรู้สึกตอนแรกที่เข้ารับการรักษา ก็ยังไม่รู้สึกถึงความพิเศษอะไร ความคิดแว๊บแรกคือ ที่นี่คือโรงพยาบาลรัฐ จะเทียบกับที่อื่นๆได้หรือไม่ เหตุผลที่คิดแบบนี้ ก็เพราะเคยได้ยินคนอื่นๆ พูดเปรียบเปรย ไปต่างๆ นาๆ ให้ได้ยินเสมอ ในแง่ของการบริการ ของโรงพยาบาลรัฐฯ แต่หลังจากที่ผมได้เข้าทำการรักษา ตอนนั้น ผมยังไม่ได้มีเตียง เนื่องจากคนไข้เย่อะมาก จึงต้องนอนรวมในห้องฉุกเฉิน เพื่อรอเตียงว่าง ความรู้สึกที่สัมผัสได้ กับสิ่งที่เคยได้ยินมาตลอดเวลานั้น มันช่างแตกต่างกันโดยสิ้นเชิง ผมได้รับการปฎิบัติเป็นอย่างดี จากทั้งคณะแพทย์ นักศึกษาแพทย์ เจ้าหน้าที่ของโรงพยาบาล เวลาผ่านไป 5 วัน จนผมได้เตียง และหอพักรักษาตัว ความรู้สึก และสิ่งที่ได้รับการปฎิบัติต่อผมนั้น ต้องขอชื่นชม ด้วยใจ การดูแลเอาใจใส่ การเยี่ยมไข้ การตรวจ การวินิจฉัยโรค คณะแพทย์ทำอย่างรอบคอบ วิเคราะห์ อาการที่เป็น การให้ยา การใช้วิธีการรักษา และอื่นๆ อีกมากมาย ที่ผมได้รับจากที่โรงพยาบาลแห่งนี้ วันที่ต้องเดินทางไปแอตมิน คิดอยู่อย่างเดียวว่า จะได้มีโอกาส ได้กลับบ้านไหม หรือจะต้องจบชีวิตลงที่โรงพยาบาลแห่งนี้ แต่สุดท้ายแล้ว ด้วยความเอาใจใส่ต่อผู้ป่วย ความรู้ของคณะแพทย์ทั้งหมด ที่ทุ่มเท กาย ใจ สติ ปัญญา ทำให้ผม ได้กลับมาบ้าน มาด้วยความปลอดภัย จนทุกวันนี้ ผมยังรู้สึกถึงความมหัศจรรย์ ที่ได้รับจากที่โรงพยาบาลจุฬากรณ์ และจะไม่มีวันลืม ความเมตตา กรุณา ปราณี ต่อ อดีต คนไข้ คนหนึ่ง ที่ ยมทูต เคยเกือบจะเอาชีวิตกลับไปแล้ว ครับ,5,"I am another patient. Who had been admitted to Chulalongkorn Hospital For almost 2 months, having to stay as an inpatient at this hospital. Which I have been granted by using the gold card ...... The feeling at first admitted Still didn't feel anything special The first thought was This is a public hospital. Can be compared to other places or not The reason for thinking like this Because I've heard other people Always talk in metaphors to hear In terms of service Of state hospitals But after I had been treated, at that time I didn't have a bed Because the patient is very good Therefore have to sleep in the emergency room To wait for the free bed Feel With what I had heard all the time It's completely different. I have been treated very well. From the entire medical team Medical student The hospital staff took 5 days until I got a bed and a dormitory to heal. My feelings and treatment had to be appreciated with care, visiting, checking, diagnosing the disease. The medical team carefully analyzed the symptoms of medication, use of treatment methods, and many more that I received at this hospital. Date of travel to Atmin Thinking only about whether or not you get a chance to go home Or must end life at this hospital But in the end With attention to patients The knowledge of all the medical faculty who dedicated their body, mind, and intelligence allowed me to return home. Come with safety until today, I still feel the miracle. Received from the Chulalongkorn Hospital And will never forget the kind compassion to one former patient that the god of death almost had to return to life"
มาตรฐานสากล,5,International standards
มาถึงคนแรกตกใจ!เลย ใบคิวเสียบไว้เป็นหลายสิบ,1,"The first person arrives, shocked! Cue leaves plugged into tens"
ผู้คนมากมาย บริการดี พึ่งมาได้ครั้งที่2 คงมีโอกาศมาอีกหลายครั้ง,4,"Many people, good service, just arrived for the 2nd time There are probably many occasions."
อยากจะขอฝากชื่นชมคุณหมอและพยาบาลแผนกสูตินรีเวช ตึกภ.ป.ร.ค่ะ คือไปมาโรงพยาบาล 2-3 ครั้งแล้ว แต่เพิ่งได้เจอกับคุณหมอที่นัดไว้วันนี้ เหตุเพราะเรามาช้าเอง เดินทางมาจากศรีราชา ชลบุรี เจอรถติดเลยไม่ทัน แต่วันนี้ได้เข้าตรวจกับคุณหมอ รู้สึกสบายใจอย่างบอกไม่ถูก พยาบาลก็บริการดีมากๆ ประทับใจค่ะ เลยทำให้มีกำลังใจในการรักษา ก่อนหน้านี้ยอมรับว่าท้อมากๆแอบร้องไห้ทุกวัน พอมาที่นี่วันนี้รู้สึกขอบคุณคุณหมอมากๆค่ะ ท่านดูใส่ใจและให้คำแนะนำดีมากค่ะ,5,"Would like to say thank you to the doctors and nurses at the Obstetrics and Gynecology Department, R.I.P. Because I was late Traveling from Si Racha, Chon Buri, suddenly caught a traffic jam. But today went to check with the doctor Feeling at ease unnoticed The nurses were also very good in service, impressed, and gave me encouragement for treatment. Previously, admitting that being very discouraged, secretly crying everyday When coming here today, I'm very thankful to the doctor. You look very attentive and advise."
ทุกอย่างสำหรับเรา ..ดีเยี่ยม,5,Everything for us .. is excellent.
อุ่นใจใกล้หมอเก่งๆ,4,"Peace of mind, close to the good doctor"
พึ่งพาได้เสมอเลย,5,Can always rely on
ขอขอบคุณหมอและพยาบาลที่ดูแลคนไข้เป็นอย่างดี บางครั้งอาจพูดไม่ไพเราะ,4,Thank you to the doctors and nurses who take good care of the patients. Sometimes may not speak well.
หมอและพยาบาลดูแลดีีค่ะเข้าใจคนไข้ยิ้มแย้มแจ่มใส,4,"The doctors and nurses take good care, understand patients, be cheerful."
การบริการ ดีมากค่ะ ใส่ใจผู้ป่วย,5,Service is very good. Paying attention to patients.
ปกติโรงพยาบาลนี้บรการดีนะคะสะอาดเคยพาแม่ไปรักษาอาการแม่ดีขึ้นแต่เปนเพาะเสียเงินหรือเปล่า....แตร่,5,"Normally, this hospital is in good service. Clean. Have you ever take your mother to treat your mother better, but is it a waste of money? ... But"
"อู่ข้าว.อู่น้ำ.จุฬาให้ทุกอย่างเจ้าหน้าที่บุคคลากรทุกท่านมีความเป็นอยู่ดีทุกคน.ขอให้ทุกท่านสำนึกในบุญคุณของ,ร.พจุฬาด้วยให้ซื่อสัตย์ในหน้าที่ที่ท่านได้รับผิดให้ดีที่สุด",3,"Rice paddies. Chula. Everything, every staff member is well-being. Everyone. May all of you be grateful to, Chulalongkorn Hospital, to be honest in the duties you are responsible for the best."
บุคคลากรดีมาก น้องผู้ช่วยยิ้มแย้มดี แม่นอนร.พ.ห้ามเฝ้า แต่มีน้องผู้ช่วยดูแลอย่างดี ลดกังวลได้กึ่งหนึ่ง,4,"Personnel are very good. The younger smiles helped. Mother, hospital, don't watch. But there is a younger sibling who takes good care Half the worry"
ฉันต้องไปตรวจร่างกายที่นี่ทุกๆ3 เดือนเป็น รพ.รัฐบาลที่ดูแลคนป่วยได้ดีที่สุดขอบคุณคุณหมอทุกๆท่านค่ะ,5,I have to go check up here every 3 months. It is the government hospital that takes care of the patients the best. Thank you to all the doctors.
มีความทันสมัยเจ้าหน้าที่ดีเยี่ยม ^_^,5,"Modern, excellent staff ^ _ ^"
ดีมากๆเพราะเคยพาลูกไป,3,Very good because used to take children
ส่วนน้อยที่จะเจอการบริการของพยาบาลที่ดี ยิ่งตึกสวัสดิ์ล้อมแล้ว คนผิวค้ำๆอายุมากกว่าคนอื่น เก๋าจริงๆหน้าบอกบุญไม่รับ พยาบาลใหม่ๆก็ดีหน่อย แต่ไม่รู้อยู่ไปนานๆจะเป็นเหมือนพวกอยู่นานหรือเปล่า ไม่เข้าใจว่าเมืองไทย โรงพยาบาลรัฐบาลทำไมต้องเป็นแบบนี้ ถ้าคุณไม่จรรยาบรรณในการบริการมาเป็นพยาบาลทำไมล่ะค๊าบ ไปทำอาชีพอื่นดีกว่า ผมศรัทธาในตัวคุณหมออย่างเดียวไม่งั้นผมไม่เข้ามาใช้บริการแน่ๆ น่าจะมีการให้คะแนนเหมือนตามธนาคารนะ ก่อนจะขึ้นเงินเดือนให้ ให้ผู้ใช้บริการกดให้คะแนน คนไหนโดนร้องเรียนมากๆไม่ต้องขึ้นเงินเดือนให้ ดูซิว่าจะบริการดีมั้ย ผมเป็นนักฟุตบอลทีมชาติรับใช้ชาติมาเป็นสิบกว่าปี แต่มาหมดกำลังใจจากคนไทยด้วยกัน หวังว่าโพสของผมคงไปถึงผู้อำนวยการโรงพยาบาลจุฬา คงได้อ่านนะครับ,2,"A few will find good nursing services. Especially the Sawasdee building surrounded Brawny people are older than others. Really old, donated to face New nurses are also good. But do not know for a long time, will it be like for a long time? Do not understand that Thailand Why is government hospital like this? If you don't care about service, why become a nurse? Better to do other careers I only believe in the doctor or I will not come to use the service for sure. Should have the same rating as the bank Before raising the salary Let users press to rate People who are complaining a lot do not have to increase the salary. See if the service is good. I have been a national footballer for over ten years. But came to lose encouragement from Thai people together Hope my post reaches the director of Chula Hospital. Probably read it"
มันร้อนๆๆๆๆสุดๆไปเลย,5,It's extremely hot.
เป็นสถานพยาบาลที่มีผู้ป่วยอาวุโสจำนวนมารับการรักษา บริการดีจัดระบบคิวได้ดีมาก ซึ่งสะดวกมากสำหรับผู้ป่วยที่เคยมา แล้ว แต่ผู้ป่วยใหม่ค่อนข้างจะลำบากมากเรื่องระบบการให้บริการต่างๆที่แยกส่วน หาflow chartการให้บริการเพื่ออ่านให้เข้าใจยากมาก ถามประชาสัมพันธ์ก็ตอบสั้นๆไม่ค่อยอธิบายมาก แต่ก็สรุปว่าบริการดีกว่าต่างจังหวัดมากครับ โดยเฉพาะเมื่อเข้าถึงนายแพทย์คุณหมอทั้งหลายใจดีเหลือเกิน อธิบายดีและรักษาอย่างสุดฤทธิ์สุดเดช ไม่ยอมแพ้ง่ายๆ ขอยกย่องนับถือครับ,5,"Is a medical facility with a large number of senior patients coming to receive treatment. Good service, well organized queue system Which is very convenient for patients who have been here before but new patients are quite difficult about various services systems that separate the service flow chart for reading to be very difficult to understand. Questioning the public relations was a short answer, not much explanation. But concluded that the service is much better than other provinces Especially when accessing the doctor. All doctors are very kind. Describe and treat with utmost power. Not give up easily Respectfully."
คุณหมอเก่งมากค่ะ ขอขอบพระคุณ อ.หมอรุ่งศักดิ์ แพทย์ผู้เชี่ยวชาญด้านผ่าตัดสมอง ที่ได้รักษาดิฉันให้หาย มีชีวิตใหม่ที่ดีขึ้น,5,The doctor is very good. Thank you to the teacher Dr. Rungsak. Specialist in brain surgery That healed me Have a better new life
ไม่เคยใช้บริการคิดว่าเป็นโรงพยาบาลที่มีมาตรฐานสูง,5,Never used the service and thought that it was a hospital with high standards.
ลูกเป็นไข้พาลูกมาตรวจตั้งเวลา17.00 จนถึงเวลา18.17 ยังไม่ได้ตรวจ พยาบาลบอกว่าประวัติยังไม่มาต้องอีกครึ่งชั่วโมงไข้ก็ไม่ได้วัด ดูพยาบาลแม่งทำงานลูกไข้ปวดหัวจะแย่แล้วแต่พยาบาลแม่งไม่ได้ห่าอะไรเลย จ่ายเงินสดนะไม่มีบตรอะไรแม่งทำช้ามากๆ,1,"The child has a fever. Bring the child to check. Time 17.00 Until 18.17 Unchecked The nurse said that the history has not come yet. Need another half hour. The fever was not measured. Look at the nursing home, the baby has a fever. The headache is bad, but the nurse doesn't have any heck. Pay cash. No commission. Very slow."
แย่มาก..คนไข้รอนานมาก..ระบบล่าช้า...มากี่ทีๆก็เหมือนเดิม..ถ้าจ่ายเอง..เรียกเร็วมาก..ถ้าฟรี..รอนานมาก..เจ้าหน้าที่มั่วแต่คุย.. ไอ้ตรงช่อง..1-5อ่ะ..ปรับปรุงมั้งดิ..มาแต่6:00 9:00โมงกว่าแล้วยังไม่ได้..คิวตรวจ.. #เวลานั่งมองเจ้าหน้าที่.สังเกตุนานล่ะ..มั่วแต่คุย..หัวเราะคิกคักๆๆๆ...มาทำงานหรือมาคุย..บางทีก็เดินไปนู้นนี่..โห่..แย่มาก..รพ..ก็ใหญ่..ระบบหน้าจะดีกว่านี้..,1,"Terrible .. Patients have waited for a long time .. The system is delayed ... how many times it is the same..If you pay by yourself..Call very fast..If free .. Waiting for a long time..The staff are random but talk .. It's in the box .. 1-5. .. Maybe .. since 6:00. 9:00 o'clock and haven't .. check queue .. # When sitting and looking at the staff..Notice for a long time..My shit, talk .. giggle, lots ... come to work or come to talk..Sometimes I walk there over there ... terrible. ..I'm bigger..The system will be better .."
5 วันที่ทำบอลลูนหัวใจ ณ. โรงพยาบาลจุฬา ขอขอบคุณคุณหมอและคุณพยาบาลที่ดูแล เอาใจใส่เป็นอย่างดี ขอคุณงามความดีจงส่งผลให้ทุกท่านได้รับแต่สิ่งที่ดีๆตลอดไป นาง ศจี บุญญกนก #โรงพยาบาลจุฬาลงกรณ์ #โรคเส้นเลือดหัวใจตีบ #บอลลูนหัวใจ,5,5 days to make a heart balloon at Chula Hospital Thank you to the doctor and the nurse who took care of Very attentive May goodness cause everyone to receive only good things forever. Mrs. Sasi Boonyakanok #Chulalongkorn Hospital #Chronic coronary artery disease # heart balloon
บริการเยี่ยม,2,Great service
ตั้งแต่เข้ารับการรักษาที่ รพ.จุฬาฯ เป็นเวลา 3 ปีแล้ว คณะแพทย์ให้ความดูแลรักษาเป็นอย่างดีค่ะ...รู้สึกดีมาก ขอบคุณค่ะ ที่ใส่ใจคนไข้ทุกระดับชั้น,4,"Since being treated at the Chula Hospital for 3 years, the medical team has taken good care ... Feeling very good. Thank you for paying attention to patients of all levels."
ห้องพิเศษก็โอเคร ห้องธรรมดาก็ไม่รู้เหมือนกันว่าเป็นยังใงครับไม่เคยใช้บริการ. (แต่ก็ไม่ใช้จะดีกว่า55),4,"Special room is ok Basic rooms do not know that it is still used, never used the service. (But not better to use 55)"
รอตรวจ นานแว้ว,5,Waiting for a long time to check
หาที่จอดรถยากมาก เบื่อที่ใช้แพทย์ฝึกหัดตรวจคนไข้แถมเป็นคนไข้นัดตามตรวจอยู่แล้วทุกสามเดือนแต่กลับไม่รู้อะไรเลย,2,"Hard to find parking Tired of using a practicing doctor to check the patients, plus the patients already scheduled for an examination every three months but didn't know anything."
บริการดีเครื่องแพทย์ทันสมัย,4,"Good service, modern medical equipment"
งานที่มากเจ้าหน้าที่คงจะทำไม่ทันน่าเห็นใจครับขอบคุณครับที่ทำงานเหนื่อยเพื่อประชาชน,4,"A lot of work, officials may not be able to do it sympathetic. Thank you for working tired for the people."
หมอที่นี่เก่งมากครับ,5,The doctors here are very good.
ได้รับการผ่าตัดเนื้องอกในสมอง ปี 2553 ด้วยความสำนึกในพระคุณอันยิ่งใหญ่ของคณะแพทย์และพยาบาล,5,Having undergone brain tumor surgery in 2010 with a sense of the great grace of the Faculty of Medicine and Nurses.
ไปมาสะดวกแต่ไม่มีที่จอดรถเจ้าหน้าที่บางคนพูดจาและบริการไม่สุภาพ,4,Easy to come but no parking. Some staff spoke and the service was not polite.
เป็นสถานที่ทรงเกียรติ์ เป็นที่พึ่งพาของคนยากไร้ยามเจ็บไข้,3,Is a place of honor Is the dependency of the poor in sickness
การอธิบายขั้นตอนเข้ารักษาดีมากฟังได้ เข้าใจง่าย .หมอกระดูกและพยาบาลเป็นกันเองไม่ดุ..สถานที่ดีสะอาดเรียบร้อย ร่มรื่น.เรียกว่า5ดาวครับ,5,"The procedure is very good, easy to understand, the orthopedic doctor and the nurse are friendly and not fierce. The place is clean and tidy. Shady. Called 5 stars."
จะกี่ครั้ง จะกี่หน ต้องใช้ความอดทน และ ทำใจ ทุกครั้งที่มา ไม่ว่าตะพยายามคิดในแง่ดีแค่ไหนก็ไม่สามารถ ทำให้ความรู้สึกดีขึ้นเลย ได้แต่คิดผิดที่กู เสือกมาที่นี่เอง ก็รู้ว่าไม่ได้มีเพียงแต่เรา ทุกคนก็ใช้ความอดทนแต่ตลอดปีกว่าที่เพียรมารักษาที่นี่ จากความหวัง กลายเป็นความฝังใจและฝังยันรากลึก ในแง่ลบ มากๆๆๆๆๆๆๆ,2,"How many times and how many patience and patience you have to come every time you come No matter how optimistic you are trying to think Makes me feel better Can only think wrongly Just here. Knew that not only us Everyone used patience, but all year long after coming here to treat this from hope, to become enthralled and deeply rooted in very negative terms."
มาจากต่างจังหวัดตั้งแต่6โมงเช้า คุณหมอเข้า-ออกเวรตอน 7-9โมงเช้า ช่องทำบัตรก็ยังไม่ทำงาน เล่นมือถืออยู่ได้แย่ๆๆๆๆห่วยๆๆๆๆๆๆๆๆ สอบถามยามก็มารยาทห่วย,1,Come from other provinces from 6 o'clock in the morning The doctor went in and out of duty at 7-9 o'clock in the morning. The card slot still didn't work. Can play with mobile phone badly bad bad bad Ask when the courtesy etiquette
พยาบาลรพ.รัฐหลายๆที่ปรับปรุงเรื่องหน้าตาและการให้บริการกันหมดแล้ว ไม่คิดว่าจุฬาจะยังคงการบริการด้วยสีหน้าและสีหน้าเหมือนสมัยที่ยังไม่มี Social Network นะคะ,1,Many state hospital nurses have improved the look and service. Do not think that Chula will continue to provide services with facial expressions and facial expressions like when there was no Social Network.
เคยไปเหมือนกันคนเยอะมากเดินหาตึกยากเพราะมีหลายตึกคนไม่เคยไปงงแน่ๆ,3,"I've been there too, a lot of people are hard to find a building because there are many buildings."
ขอบคุณมากค่ะที่ดูแลคนต่างจังหวัดอย่างเราดีมากให้ความช่วยเหลือและคำแนะนำดีมากค่ะทั้งคุณหมอและทีมงานทุกคนค่ะ,5,Thank you very much for taking care of the people in the provinces like us. It was very helpful and helpful for both the doctors and the staff.
ไปจนมีความรู้สึกเป็นบ้านอีกหลัง_ไปบ่อยซะจนเหนื่อย แต่! ก็ต้องไป,2,"To the point of having a feeling of being at home again_and so often, but tired! Must go"
ผมมีชีวิตใหม่ กับ ที่นี่ขอบพระคุณ หมอพยาบาล ทุกท่านที่มอบชีวิตใหม่ให้,5,I have a new life here. Thank you to every nurse and doctor who gave me a new life.
กับความประทับนี่ บอกเลยสุดยอดมาก บริการดีเยี่ยม,5,With this stamp Tell me Excellent service
เยี่ยมยอดที่สุดเรยค่ะ ขอบคุณคุณหมอทุก ๆ ท่าน พยาบาลทุกท่าน แม่บ้านทุกท่าน และบุรุษพยาบาลทุกท่าน โดยเฉพาะทีมแพทย์สายสีฟ้า ที่ทำการผ่าตัดให้ลูกสาว รวมถึง นิสิตแพทย์ปี 4 ที่เข้ามาดูแล พูดคุย และให้กำลังใจ แม้จะอยู่โรงพยาบาลเพียง 6 วัน แต่อบอุ่นใจ รู้สึกปลอดภัย ขอบคุณมากที่สุดเลยค่ะ,1,"The best? Thank you to all the doctors, all the nurses All housewives And all male nurses Especially the blue line medical team The operation for the daughter including the 4th year medical students who came to take care, talk and encourage Even if staying in the hospital for only 6 days but feel safe and secure Thank you the most"
เก่งมากคับ,3,Very good
