comment,score,en
คุณหมอใจดี พยาบาลน่ารัก ตรวจสุขภาพชุดใหญ่ครั้งแรก รวดเร็วมาก,5,"Doctor Jaidee, a lovely nurse, had a large check-up for the first time, very fast."
เจ้าหน้าที่บริการดี ขอบคุณ คุณหมอเกีรยติชัย ที่ตรวจและให้คำปรึกษาดีขอบคุณค่ะ,4,The service staff is good. Thank you Dr. Kieri Tichai. That inspected and provided good advice. Thank you.
คุณหมอน่ารัก ใส่ใจ และละเอียดดีมาก ๆ (เคสเรา คุณหมอวนิชา ปัญญาคำเลิศ เป็นคุณหมอที่ฝากครรภ์ ส่วนคุณหมอที่อัลตร้าซาวด์เป็นประจำ คือ คุณหมอร่มไทร) คุณพยาบาลและเจ้าหน้าที่ของ รพ. ก็อัธยาศัยดี เป็นมิตร พูดไพเราะ^^ บรรยากาศของ รพ. ก็ดี ไม่ตึงเครียด คือ ชอบมาก^^,5,"The doctor is lovely, attentive and very detailed. The doctor at Ultrasound regularly is Dr. Rom Sai). The nurses and staff of the hospital are hospitable, friendly, and beautiful. ^^ The atmosphere of the hospital is also not tense, which is very like ^^"
บริการมืออาชีพ ทั้งหมอ พยาบาล และอื่นๆ สุดยอดค่ะ,5,"Professional services for doctors, nurses and others"
คือติดต่อยากมาก หมอที่รักษาก็ไม่ค่อยอยู่ หมอใหม่มาก็รักษาไม่หาย,1,Meaning difficult contact The doctor who heals is not always there. The new doctor came and couldn't heal.
ใช้บริการโรงพยาบาลนี้มากว่า 10 ปี แต่มาเจอเจ้าหน้าที่จัดคิวชำระเงินพูดจาไม่ดี ทำให้เสียความรู้สึก เพราะเจ้าหน้าที่พยาบาลบอกให้แจ้ง จนท. จัดคิวว่าไม่มียา ก็บอกไปแบบนั้น แต่ จนท. จัดคิวกับพูดจาและแสดงอาการไม่พอใจใส่ซะงั้น,2,"Use this hospital for over 10 years, but met the payment queue officer, said badly Upset Because the nurse staff told the authorities to arrange the queue that there was no medication Said that, but the officer arranged the queue and spoke and showed signs of displeasure"
เราไว้ใจเราถึงมาเราเสียเงินให้โรงพยาบาลคุณไปตั้งเท่าไหร่เราไม่ได้มาขอรักษาฟรีบริการดีแต่เจ้าหน้าที่บางคนมารยาทใช้ไม่ได้ ทำให้เราเสียความรู้สึกคำพูดคุณไม่แคร์เราชักสีหน้าใส่เราถ้าเป็นแบบนี้ต่อไปใครจะอยากมาใช้บริการของคุณจะดีแค่ไหนถ้าเป็นแบบนี้ฉันก็ไม่อยากมา,1,"We trust us, so how much money have you paid to your hospital? We did not ask for free treatment, good service, but some staff are courteous. Make us lose feelings. Words. You don't care. We draw our facial expressions on us. If this is the case, who would want to come and use your service? How good?"
มั่นใจคุณหมอค่ะ พยาบาลน่ารัก มีร้านขายของ ร้านอาหารหลากหลาย ไว้หลอกพาเด็กกินและซื้อของเล่นกลับบ้านจะได้ไม่รู้สึกกลัวโรงพยาบาลค่ะ,5,"Confident, doctor. Cute nurse. There are shops of various restaurants. To pretend to take children to eat and buy toys back home so they don't feel afraid of the hospital"
สะอาด หรู ครบระะบบ,5,"Clean, luxurious, complete"
มาทุกครั้งก็สะดวกสบายทุกครั้ง ได้รับการบริการเป็นอย่างดี,5,"Every time comes, it's convenient every time. Received good service"
รอคิวนานมากๆ แม้ว่าจะทำการจองล่วงหน้าไว้แล้ว พนักงานไม่ค่อยสนใจคนไข้ เราพยายามจะเดินไปถามว่าเมื่อไหร่ถึงคิวเรา ก็เดินเลี่ยงๆพร้อมคำพูดว่ารอสักครู่นะคะ ถ้าไม่มีความจำเป็นไม่อยากใช้บริการที่นี่เลยค่ะ,1,"Waiting for a very long queue, even if already booked in advance Staff are not interested in patients. We try to walk when asking our queue. Then walk around with the words ""Wait a moment"" If there is no need, do not want to use the service here."
สุดยอดทั้งสถานที่แพทย์บริการเยี่ยมยอด เชื่อว่าเหนือกว่าทั่วๆไปครับ,5,"The best medical locations, excellent service Believe that superiority in general"
หมอให้คำปรึกษาและแนะนำการรักษา ตรงโรค ที่เป็น,4,The doctor gives advice and recommends the treatment of the disease.
น้องๆพยาบาลทีนี้...และที่5R น่ารักมากกกกดูแลผู้ป่วยและญาติๆดีมาก..เหมือนว่า.เป็นญาติพี่น้องของคุณ..ชอบค่ะชอบมากๆ...บริการดีเยี่ยม..,5,Nurse now ... and at 5R Very cute. Take good care of patients and relatives .. seems like .. your relatives .. like it. Really like ... excellent service ..
เจ้าหน้าที่ บริการดี สุภาพ และ อ่อนน้อม แพทย์ และ ให้คำแนะนำ ในทุกคำถาม,4,"The service staff are good, courteous and docile, doctors and advise on all questions."
ค่ารักษาพยาบาลแพงขึ้นทุกครั้งที่มา แต่การบริการแย่ลงอย่างมาก แจ้งจะกลับบ้านตั้งแต่ 11.00 น. ต้องรอนู้นนี่ รอหมอ รอการเงินแจ่งค่ารักษาพยาบาล กว่าจะได้กลับจริง 16.00 น. ค่าห้องพักก็คิดไม่ตรงตามความเป็นจริง ขอรถเข็นของรอไปอีกครึ่งชม.ก็ยังไม่มาต้องกระเตงทั้งลูกคนโตและลูกในท้องพร้อมสัมภาระลงมาเอง ห่วยแตกมาก,1,"Medical expenses get higher every time you come. But the service is greatly worse. Notified to go home from 11:00 am. Must wait. Wait. Wait for the doctor. Wait for the money to notify the medical fee. Before returning to the real 16.00 hrs. The room rate was not calculated as true. Asking for a wheelchair to wait for another half an hour, still not coming, have to put on both the eldest child and the baby in the stomach with their own luggage to come down."
แต่ก่อนมาบ่อยแล้วเปนคนที่ไม่ชอบขับไปจอดบนลานจอด มึนหัวจึงชอบที่จะจอดลานจอดด้านหลัง แต่เดี๋ยวนี้เปลี่ยนไป จอดไม่ค่อยได้ แท๊กซี่จอดส่วนใหญ่ แถมกร่างมาก จะจอดบอกจอดไม่ได้ ที่ของแท๊กซี่ เป็นนโยบายใหม่ของทางโรงพยาบาลเหรอครับ กร่างจนน่าเกลียด บอกเลยว่าไม่ประทับใจกับการบริการ,1,"But before, often, people who do not like to park on the parking lot So dizzy, like to park the rear parking lot But now has changed Can't park Most of the taxis, plus very swagger, can't park and can't tell. The place of the taxi Is the new policy of the hospital? Swollen and ugly Say that I'm not impressed with the service."
บางครั้งรอคิวจ่ายเงินและคิวยาค่อนข้างนาน,5,Sometimes waiting for payment queues and medication queues is quite long.
การบริการรวมๆแล้วดีค่ะ มีความสะอาด มาตรฐานค่ะ..ประทับใจพยาบาลก็น่ารักค่ะ,5,The service is overall good. The standard cleanliness .. Impressed. The nurse is cute.
สถานที่หรูมาก บริการเป็นเลิศ เเต่เเพงสุดยอดด,4,Very luxurious place Excellent service But the best
ทุกคนในครอบครัว เป็นคนไข้ประจำที่ รพ สาขากรุงเทพฯ,4,Everyone in the family Is a patient at a Bangkok branch hospital
ผมใช้บริการ รพ.กรุงเทพมา10กว่าปีรู้สึกประทับใจคุณหมอ พยาบาล เจ้าหน้าที่ และปีต่อๆไปผมและเพื่อนๆก็จะมาใช้บริการต่อไปครับ.,5,"I have used the Bangkok Hospital for over 10 years. I was impressed by the doctors, nurses, staff and the following years, my friends and I would continue to use the service."
ปลื้มมากค่ะ เริสสส ทั้งการต้อนรับพยาบาลพูดเพราะๆ ทั้งนั้น อีกอย่างรวดเร็ว สุดยอด,5,"I'm so happy, the whole reception was great, the nurses said it all very quickly."
เมื่อวานไปตรวจสุขภาพและมีนัดตรวจกับแผนกหัวใจเต้นผิดจังหวะมาค่ะ ประทับใจแผนกตรวจสุขภาพมากๆ ยิ้มแย้มแจ่มใส มีหัวใจบริการ ให้บริการดุจญาติมิตร ส่วนแผนกหัวใจเต้นผิดจังหวะ บริการดี ให้ข้อมูลครอบคลุมและคลายความกังวลใจในการรับบริการตรวจเฉพาะทาง การดูแลเอาใจใส่จากอาจารย์หมอและคุณพยาบาลดีมากๆค่ะ ประทับใจ,4,"Yesterday went to the health check and had an appointment with the cardiac arrhythmia department. Very impressed with the health examination department. Beaming Have a heart to service Providing services like relatives The cardiac arrhythmia department offers good information, provides comprehensive information, and relieves anxiety in specialized examination services. The care and attention from teachers, doctors and nurses is very good. Impressed."
ครอบครัว ตระกูลย์ เฮงเส็ง ได้รับการรักษาที่ รพ.นี้เป็นประจำ คุณหมอที่ดูแลก็มีคุณหมอสุรชัย (ยุรกรรม)คุณหมอวิทยา (หัวใจ) คุณหมอชาญพงษ์ (ศูนย์สมอง) คุณหมอทุกท่านดูแล เตี่ย และ แม่ ของพวกเราดีมากบอกตรงๆทุกครั้งที่เรามา รพ.นี้เราประทับใจในการต้อนรับ ของคุณหมอ พยาบาลและทุกๆท่านดีมากค่ะ,4,"The family of Heng Heng Seng received treatment at This hospital regularly The doctor who is in charge is Dr. Surachai. (Surgery) Dr. Wittaya (Heart), Dr. Charnpong (Brain Center). All doctors take care of our mother and daughter very well. Frankly, every time we come This hospital, we are impressed with the hospitality of doctors, nurses and everyone. Very good."
ไปตรวจแผนกตา นัดไว้ 9.45 น. ได้ตรวจ 11 โมง ถ้าไม่ไปถามว่าเมื่อไหร่จะได้เข้าตรวจคงต้องรออีกนาน,2,"Go to check the appointment eye at 9.45 am, check at 11 o'clock. If not go to ask when will check, probably have to wait a long time"
เจาะเลือดแล้วไม่ส่งตรวจ เพราะ เราปฏิเสธไม่นอนโรงพยาบาล (แต่โดนเสียเงินค่าเจาะไปแล้วนะ) แถมโดนหลอกให้มาฟังผลเลือดเพื่อหลอกเอาเงินค่าหมออีกรอบ ใครมาแผนกอายุรกรรม ระวังไว้!!,1,"I took the blood and didn't send the test because we refused to stay in the hospital. (But have already been paid for the penetration fee), plus being tricked into listening to the blood results to trick the doctor again. Anyone who comes to the medical department, be careful !!"
มานอนรักษาตัวที่นี้ช่วงเทศกาลกินเจ อาหารเจอร่อย บริการดีมากๆ,5,"Come to sleep and treat here during the Vegetarian Festival. Delicious vegan food, very good service."
หมอที่นี่ทุกคน รักษาสิวดีมากเลยครับ รักษาแล้วหน้าดีขึ้นมากเลยครับ หน้าใสขึ้น รอยแผลเป็นจางลงเเละค่อยๆๆ หายไป ประทับใจครับ ของผมที่รักษาได้ #คุณหมอหทยา,5,"Every doctor here Acne is very good. The treatment has improved, the face is clear, the face is faded, the scar is faded and gradually disappears. My impression is that it can be treated."
พนักงานรับโทรศัพย์ของโรงพยาบาลแย่มากบอกเลยโทรไปขอแพคเกจฝากครรภ์และคลอดนางตัดสินใจแทนหมอและพยาบาลหมดเลยแย่จริง (เราไม่มีนโยบาลให้แพคเกจและส่งอีเมลให้นะค่ะคงให้ไม่ได้) พอสันที่21กค ไปตรวจครรภ์กาตั้งท้องกับหมอและตั้งใจจะฝากท้องที่นั้นเลยได้สอบถามหมอและพยาบาว่า (พี่ได้โทรมาขอแพคเกจฝากครรภ์ทำไมถึงให้ไม่ได้เพราะทุกครั้งที่ขอคุณจะจัดสงให้ตลอดทำไมครั้งนี้ขอไม่ให้ละ????) =พยาบาลแจ้งว่า ทางเราส่งให้นะค่ะไม่ได้ห่วงเลยเพราะดูจากประวัติคณเป็นลูกกับทางเรานานแล้ว คือบ่อยครั้งมากด้านงานบริก...,1,"The phone receptionist of the hospital was terrible. Tell me. Call to ask for an antenatal package and give birth. She decided to replace the doctor and nurse. (We do not have a policy to package and send an email, probably not). When the 21st July, went to check the pregnancy check the pregnancy with the doctor and intend to leave the stomach there. (I called to ask for an antenatal package, why can not give because every time you ask, you will always provide, why not ask this time ????) = The nurse informed that We sent it to you. Don't worry about it because from the history of being a child with us for a long time. Which is very often ..."
เรารักษาตัวอยู่ทีนี้ คุณหมอทีดูแลเคสเรา ท่านน่ารักมากและยังใส่ใจในเรื่องการใช้จ่ายในการรักษาให้เรา ใจเย็นแถมพูดจาเพราะ ชอบอาจารย์หมอคนนี้มากมาย. รัก ไลท์ เลิฟ เลย คร่ะ บอกเลยรักท่านทีสูดดดดดด ขอบคุณมากๆน่ะคร่ะ หมอในฝันยังมีอยู่จริง. และพยาบาลน่ารักทุกคนคร่ะ,4,We are healing now. The doctor who takes care of our case You are very cute and still pay attention to the cost of treatment for us. Keep calm and talk Like this doctor very much Love LightLove. Can tell. I love you. Thank you very much The dream doctor still exists. And the nurses are all pretty.
เป็นครั้งแรกที่ได้มาใช้บริการที่โรงพยาบาลกรุงเทพ ส่วนใหญ่แล้วจะพาคนรู้จักมาหาหมอมากกว่า คราวนี้ถึงตัวเอง แต่แล้วด้วยความตั้งใจ และรีบทุกอย่างที่ต้องมาหาหมอ ลืมทุกอย่าง ทั้งบัตรทุกบัตร และเงินสด เราขับรถมาจากต่างจังหวัด รู้ตัวอีกทีก็ถึง กทม. แล้ว จึงรู้ว่าลืม จึงหาทางแก้ปัญหา เลยโทรปรึกษาโรงพยาบาล ทางแก้ไขได้ก็คือ 1. การทำบัตรคนไข้ ที่ต้องใช้บัตรประชาชน ...,4,"This is the first time that I have used the service at Bangkok Hospital. Most of them will bring people to know more to the doctor. This time to myself But then with the intention And hurry everything that has to come to the doctor. Forget everything, every card and cash. We drive from another province. Realizing again to Bangkok and then knowing that forgot and therefore finding a solution Loei, call the hospital consultation. The solution is 1. To make a patient card. That requires an ID card ..."
ถือว่าโอเครล่ะชอบที่มีเจ้าหน้าที่โทรตามนัด....บางครั้งเราก็ลืมวันนัดคะ...การเเนะนำของคุณหมอก็ดีนะเเต่อาจจะให้คำเเนะนำเพิ่มเติมพิเศษมากขึ้นได้อีก...,4,"Considered okay. I like to have staff call by appointment .... Sometimes we forget the appointment date ... The doctor's advice is good, but may give more extra advice. more..."
บริการดี แพทย์เชี่ยวชาญ เครื่องมือครบทันสมัย,4,Good medical services Modern tools
บริการประทับใจมากๆ ดูแลเทคแคร์ ผู้มาใช้บริการ อย่างดี เอาใจใส่มากๆ,5,"Service is very impressive, take good care of users, very attentive"
พูดจาตะคอกใส่คนไข้คืออะไรค่ะนั่งรอก็นานเสียค่ายาก็แพงมากบริการอย่างนี้หรอเสียความรู้สึก,2,"What is a shouting at the patient? Sitting, waiting for a long time, paying the medicine is also very expensive. Service like this? Feeling bad?"
ประทับใจตั้งแต่ย่างก้าวลงจากรถจนขึ้นรถกลับบ้านค่ะ,5,Impressed since stepping out of the car until getting into the car back home.
ไม่ได้พักผ่อน เพราะมีการก่อสร้างปรับปรุงพื้นที่อาคาร,2,Not rest Because there is construction for renovating the building area
บริการดีใช้ได้พยาบาลพูดดีมีน้ำใจบริการเร็วเจาะเลือดก็ไม่เจ็บ,4,"Good service, good nurse"
ผมมาตรวจตั่งแต่2ทุ่มป่านนี้ยังไม่ถึงไหนเลยครับ,2,"I've come to inspect since 8 PM. So far, it's not here yet."
บริการดีค่ะ คุณหมอดูแลดี พยาบาลคอยเอาใจใส่ดีค่ะ,5,"Good service. The doctor takes good care, the nurse takes good care."
ผมพาลูกมาแอดมิทที่โรงพยาบาลกรุงเทพขอนแก่น. ไม่ได้พักผ่อนดีเลยครับ เพราะมีการปรับปรุงต่อเติมตัวอาคารที่ชั้น8 เสียงดังมาครับ คุณหมอบอกให้ลูกผมพักผ่อนเยอะๆ แต่เจอแบบนี้แย่มากเลยครับ,2,I brought my child to the admin team at Bangkok Hospital Khon Kaen. Didn't get a good rest Because there are improvements to the building on the 8th floor The sound is loud. The doctor told my child to relax a lot. But this is terrible.
รักมากโรงพยาบาลนี้,5,Very much love this hospital
บริการดีประทับใจ,5,Impressive service
บริการยอดเยี่ยมครับ เจ้าหน้าที่เก่งพูดได้หลายภาษา,5,"Great service The staff is good, can speak many languages."
"ห้องพักและอาหาร ไม่เหมาะสมกับราคา ห้อง 17,000 บาท/คืน เตียงเด็กเล็กและเก่า โซฟาเล็ก ญาตินอนไม่สบาย อาหาร เทียบกับห้องสแตนดาร์ดของรพ.อื่นยังไม่ได้เลยคะ",2,"Room and food Not suitable for the price of 17,000 baht / night. Small and old children's beds, small sofas, uncomfortable bed, food compared to the standard rooms of other hospitals. Not yet at all."
ดีครับ วาเลส์ รับรถ ดีมากครับ ห้องน้ำสะอาดมากครับ,4,Good. Valais received the car very well. Bathroom is very clean.
คุณหมอ ใจดีมีคุณภาพค่ะ พยาบาลดูแลและปฏิบัติตามระเบียบตามคำสั่งของคุณหมอค่ะ,4,Dr. Jaidee is of quality. The nurse supervised and complied with the doctor's orders.
ทุกอย่างดีทีาสุด..ทั้งทีมแพทย์..การพยาบาล..รวดเร็ว,5,Everything is the best .. both the medical team .. and .. fast
น้องสาวและแม่เป็นคนไข้ที่นี่ เวลาเกิดอะไรจึ้นก็จะนึกถึงก่อนที่อื่นเลย,4,"The sister and mother are patients here. When something happens, it will be remembered before others."
พยาบาลบริการดีมาก พูดจาไพเราะ บริการรวดเร็วคุณหมอให้คำปรึกษาดี ระเอียด ทุกครั้งที่ไปโรงพยาบาลนี้ รู้สึกประทับใจมากค่ะ,5,The nurse service was very good. She spoke very well. The service was quick. The doctor provided good advice every time he went to this hospital. I'm very impressed
ไปแล้ว แต่หมอกลับแล้ว..เราไปถึงช้า..ทำไงล่ะรีบแล้วนะแต่ไม่ทัน..เหงาเลย..พยาบาลน่ารักมาก..ช่วยทุกวิถิทาง..นัดให้ใหม่ปลอบใจ..เอาละครั้งหน้า,4,"Already gone, but the doctor is back .. We arrived late .. What to do? Hurry, but not in time .. Lonely. Nurse is very cute .. Helping every way .. Appointment again .. Comfort. page"
ไปตรวจสุขภาพ บรรยากาศเหมือนไปแข่งโอลิมปิค ไม่รู้จะรีบร้อน ร้อนรน เร่งรีบ อะไรนักหนา ต้องวิ่งไปแผนกนี้ แผนกนั้น พนักงานก็มั่วๆไงไม่รู้ เข้าใจนะว่าคนเยอะ แต่ควรทำแบบมืออาชีพหน่อย คนใช้บริการมีทั้งคนไทยและต่างชาติ แต่บริการยังห่วยๆเหมือนเดิม ต่างกับค่าบริการยังแพงเหมือนเดิม,2,"Going to check the atmosphere, like the Olympics. Do not know what to hurry, rush, hurry to go to this department, that department, staff are haphazard. I understand that many people But should do it like a professional Service users are both Thai and foreigners. But the service still sucks as before Different with the service charge, still expensive as before"
ผมอยากรู้การแก้ไขปัญหาบอดสีควรทำยังไงครับแต่ของมีปัญหาสีแดงอ่ะครัย,4,I want to know how to fix the colorblind problem. What should I do? But the red item has a problem.
บริการดีประทับใจ รักษาที่นี่มา20กว่าปี ดีมากค่ะ,5,Impressive service Has been here for over 20 years. Very good.
ประทับใจในคุณหมอโดยเฉพาะอาจารย์หมอโยธิน...พยาบาล..และเจ้าหน้าที่ทุกๆท่านที่ให้บริการเป็นอย่างดีเยี่ยม,4,"Impressed by the doctor, especially the professor, Doctor Yothin ... nurses .. and all staff who provide excellent service"
คุณหมอ 2-3 ท่านช่วยกันดูแลเคส รักษาเอาใจใส่รายละเอียดดีมากครับ แต่ตอนลงจากแท็กซี่คนไข้ขาแพลง ไม่มีจนท.นำรถเข็นมาให้ต้องเดินกะเผลกจนถึงเคาท์เตอร์ นอกนั่นเยี่ยมมากๆครับ,4,"2-3 doctors helped take care of the case. Pay attention to details very well. But when getting off the taxi, the patient has a sprained leg There is no staff. Bring a cart to walk with a limp to the counter. Outside, that was great."
ไม่รู้ว่าคิดไปเองรึป่าวนะคะ ว่ามารพ.นี้แล้วได้รับการบริการอย่างดี ยาดี หายป่วยเลยไม่เรื้อรัง☺️,5,"Do not know if you think by yourself or not. Said that this hospital has received good service, good medicine, not recovered, not chronic ☺️"
ให้รอนาน 3 ชั่วโมง ต้องเดินไปตาม 2 รอบ ไม่งั้นก้ยังไม่ได้ตรวจ ควรปรับปรุงการบริการมากคะ,2,"To wait for 3 hours, have to walk 2 rounds or else have not checked. Should improve the service a lot"
เครื่องมือครบ อุปกรณ์พร้อมและทันสมัย คุณหมอดูแลดี,5,All tools Equipment is ready and modern. The doctor takes good care.
ชอบค่ะ เคยมีโอกาสได้เข้าไปเยี่ยมเพื่อน บริการดี สะอาด อุปรณ์ครบ ทันสมัย อยากให้มีรพ.กรุงเทพ ไปเปิดสาขาที่ จ.นนทบุรี หรือ บางใหญ่บ้างค่ะ,4,"Like. Have had the opportunity to visit friends. Good service, clean, complete equipment, modern. Want to have a Bangkok hospital. Going to open a branch in Nonthaburi or Bang Yai."
สะอาด โล่ง โปร่ง บุคคลากรดีมีคุณภาพ คุณหมอน่ารักเป็นกันเองให้คำปรึกษาได้ดีมากค่ะ ค่าห้องแพงไปคะ ภาพโดยรวมถ้าจะให้ดีเยี่ยมกรุณาปรับค่าห้องลงจะเป็นพระคุณอย่างสูงค่ะ,5,"Clean, airy, good quality personnel The doctor is lovely, friendly, and gives good advice. The room price is too expensive. Overall, if it is excellent, please adjust the room rate to be a great grace."
งง...??!!!กับการจัดการคิวมากมายค่ะ...???? พาลูกไปหาหมอเมื่อวาน...10โมงกว่าได้ตรวจเกือบเที่ยง...!!!! นั่งรอแบบมึนๆ...งง...??? รบกวนจัดระบบคิวให้ชัดเจนเถอะค่ะ...ว่าเร็วช้าแค่ไหนความอดทนของเด็กและผู้ใหญ่ต่างกันค่ะ...สงสารลูก..,2,"Confused ... ?? !!! With many queue management ... ???? Took the child to the doctor yesterday ... more than 10 hours, had almost noon check ... !!!! Sitting waiting to be confused ... confused ... ??? Please clearly arrange the queue system ... How fast and how slow the patience of children and adults ... Pity the children .."
เมื่อวันที่15ต.คได้ไปโรงพยาบาลมาคุณหมอและคุณพยาบาลและคนอื่นดูแลฉันดีมากขอบคุณมากๆๆนะคะ,5,"On Oct. 15, went to the hospital, the doctor and nurses and others take care of me very well. Thank you very much."
ดีมากค่ะคุณหมอปรมาภรณ์น่ารักมากเลยค่ะเจ้าหน้าที่บริการดีมากค่ะ,5,Very good. Dr. Paramaporn is very cute. The service staff is very good.
สะอาด ใหญ่โต กว้างขวาง ดูแพง.. คุณหมอเก่งมากและให้คำแนะนำที่ชัดเจน กระจ่าง ไปตรวจวัดสายตามา เครื่องตรวจแต่ละตัวมาตรฐานสากล และวัดได้ละเอียดดีมากค่ะ ส่วนในเรื่องของสถานที่นั้นกว้างขวาง เดินหลงกันเลยทีเดียว กว่าจะหาลานจอดชั้น 5 เจอคือ งง เดินวนไปวนมา แต่ทั้งพยาบาลและ บุรุษพยาบาลคือน่ารักมาก ช่วยบอกทางเรา บอกจนหาทางกลับถูกอะ คือเข้าใจและว่าอืม ทำไมที่นี่ถึงมีต่างชาติมาใช้บริการ เพราะมาตรฐานเค้าดีจริงๆ ส่วนในอนาคตไม่รู้เหมือนกันว่า จะมีโอกาสได้ใช้บริการอีกไหม เพราะราคาก็แทบจะขายนากันเลยทีเดียว ..,4,"Clean, big, spacious, looks expensive .. The doctor is very good and gives clear instructions to take eye examination. Each detector is of international standard. And measured very well As for the matter of the place that is spacious Walk astray ever Before finding the 5th floor parking lot, I was confused, walked in and out, but both the nurse and The male nurse is very cute. Please tell us Tell until finding the right way back Meaning understand and um Why are there foreigners using this service? Because the standard is really good In the future, I don't know that Will have the opportunity to use the service again? Because the price is almost always sold for rice .."
ดีเลิศ ยินดีที่ให้บริการ เรารับจัดงานเลี้ยง งานสัมนา งานแต่งงาน ทัวร์ งานอีเว้นต่างๆ บริการอาหารรสเลิศ พร้อมเครื่องดื่ม บรรยากาศสบายๆๆราคาเบาๆๆ เป็นกันเองอยู่ใกล้กับสวนหลวง ร.9 สนใจติดต่อเรา 093-232 8297(แพ็ตตี้) ผู้ช่วยผู้จัดการ ฝ่ายการวางแผนการจัดเลี้ยง คิดจะทานคิดถึงไทเรียว วอเตอร์วิว เลขที่4 ถนนเฉลิมพระเกียรติ ร.9 ซอย45 แขวงหนองบอน เขตประเวช กรุงเทพ10250,5,"Excellent, pleased to provide service. We organize banquets, seminars, weddings, tours and events. Delicious food service With drinks Comfortable atmosphere, light price Friendly, near Suan Luang Rama 9. Interested contact us 093-232 8297 (Patty) Assistant Manager Catering Planning Department Think about eating. Think of Troyo Waterview No. 4, Chaloem Phrakiat Rama 9 Road, Soi 45, Nong Bon Subdistrict, Pravej District, Bangkok 10250."
บริการดีครับ ถ้ามีปัญหาอะไรน่าใช้บริการที่สุดครับ,5,"Good service. If there are any problems, use the service the most."
บริ บริการดีมากๆพยาบาลเจาะเลือดไม่เจ็บเลย,3,The service is very good. The nurse picks up the blood. It doesn't hurt at all.
พาสามีมาผ่าตัดที่โรงพยาบาลนี้คุณหมอเก่ง ยาดี หายเร็ว แผลผ่าตัดเล็กนิดเดียวสุดยอดเลยค่ะ,5,"Bring the husband to the surgery at this hospital. Doctor Keng, good medicine, heal fast, the incision is very small."
เราเป็นคนไข้ ที่โรงพยาบาลนี้ กันทั้งครอบครัวค่ะ ชอบที่นี้ มีหมอ ที่เป็นพาษา ญี่ปุ่น คุยกับ คนไข้ เข้าใจ ค่ะ สามีเรา เป็น คนญี่ปุ่นค่ะ เราเป็น คนไข้ ที่นี้มา มากกว่า 20ปี่แล้ว จนถึงทุกวันนี้,4,"We are patients at this hospital. The whole family. I like this place. There is a doctor who is Japanese, talk to patients, understand. My husband is Japanese. I have been patients here for more than 20 years."
ประทับใจทุกอย่าง ทุกครั้งที่ใช้บริการ แต่ พนักงานผู้หญิงลงคิวเรียกแท็คซี่ ช่วยยิ้มหน่อยมั้ย นอกนั้นชอบหมด ยังไงก็หาแต่ที่นี่แน่นอน,5,"Impressed with everything Every time I use the service, but the female staff members enter the queue to call the taxi. Please smile? The rest likes it all. Whatever you find here, of course."
รู้อุ่นใจที่เข้ามารักษา ต้อนรับบริการดีถ้าอุ้มได้คงอุ้มขึ่นเตียงแล้ว(แม่เรา),5,"Know the peace of mind that comes to heal Welcoming, good service, if carrying, would probably carry into the bed already. (Our mother)"
ไว้ใจมานานค่ะ ไม่ว่าจะป่วยหนักป่วยน้อย ไว้ใจที่นี่เท่านั้นค่ะ บริการดีเยี่ยม ประทับใจทุกครั้ง,4,Trust me for a long time Whether seriously ill or ill Trust only here. Excellent service Impress every time
วันนี้แม่มีนัดหาหมอ 3 คน 3 แผนก อายุรกรรม สมอง และผิวหนัง เจาะเลือดที่อายุรกรรมเสร็จต้องรอผลเลือด 1ชม. ครึ่งมซึ่งก็เป็นปกติที่ต้องรอ เลยพาไปหาหมอที่แผนกผิวหนังระหว่างรอผลเลือด รอนานมากๆ ค่ะ แม่ดิฉันสภาพคนแก่ที่นอนติดเตียง ลองนึกสภาพว่าต้องนั่งรถเข็นนานๆ จนตัวเอียง มันจะเป็นยังไง วันนี้ไม่พอใจมากๆ ที่แม่ในสภาพแบบนี้ต้องรอหมอนานมากขนาดนั้น จึงข้องใจกับการบริหารจัดการของ รพ มาก ว่าไม่ได้ดูสภาพคนไข้เลยหรือว่าคนในรอได้ คนไหนอยู่ในสภาพที่รอไม่ได้ ถ้าพ่อแม่บุพการีพวกคุณต้องทนนั่งหลั...,3,"Today, my mother has an appointment for 3 doctors, 3 departments of internal medicine, brain and skin, to draw the blood. After the medicine has to wait for the blood result of 1 hour and a half, which is normal to wait. Therefore take him to the doctor at the dermatology department while waiting for the blood results to wait a long time. Imagine having to sit in a wheelchair for a long time until it is tilted. Very dissatisfied today That the mother in this condition had to wait for the doctor for so long Therefore was very skeptical about the management of the hospital whether he didn't look at the patient's condition or whether the patient could wait Which person is in a condition that can't wait If your parents must bear sitting ..."
บริการดีมากๆ ทั้งพยาบาลและแพทย์ค่ะ อบอุ่นใจทุกครั้งที่ใช้บริการ...,5,Very good service for both nurses and doctors. Feel safe every time you use the service ...
มีพยาบาล ช่วงวัดสายตา ไม่ได้จำชื่อ ผมสั้นๆ พูด จาไม่ดีแสดงกิริยาไม่ดี ไม่น่ามาทำงาน ร.พ เอกชนดังเลย เราไปตรวจโรคเมื่อวานไม่ได้ดูว่าชื่ออะไร อยู่ ชั้นสองเคาเตอร์กลางๆ,3,"Having a nurse during the eyesight test, didn't remember my short name, said badly, showed bad behavior Shouldn't come to work. The private hospital is famous. We went to check the disease yesterday, didn't see what the name was on the second floor, the middle counter."
