comment,score,en
บริการดีค่ะแต่รอยานานไปค่ะ,4,Good service but waiting for medication for too long
ทั่งหมอทั่งพยาบาลพูดจาไพเราะมากเป็นกันเองมากให้รายละเอียดเหมือนโรงพยาบาลเอกชลเลยไปกี่ครั้งก็ไม่เคยผิดหวังขอบคุณบุคลากรทุกๆท่านที่เป็นมิตรที่ดีของคนป่วย,5,"The doctor, the nurse, spoke beautifully and very friendly, giving details like Aekchol Hospital, so how many times have I been disappointed. Thank you to all the friendly staff of the sick"
เป็น รพ รัฐที่มีระบบบริหารจัดการที่ดี โดยเฉพาะศูนย์การแพทย์สมเด็จพระเทพฯ,4,Is a government that has good management systems Especially the Princess Mother's Medical Center
ไปตรวจตามนัด แล้วมีอาการใจสั่น หมอเลยให้ไปตรวจคลื่นไฟฟ้าหัวใจ ห้องตรวจอยู่ชั้น 2 แต่กลับต้องไปจ่ายเงินค่าทำที่การเงินชั้น 1 ก่อน จากนั้นกลับมาชั้น 2 พยาบาลก็ค่อยบอกว่าต้องขึ้นไปทำชั้น 3 ไม่เข้าใจว่าทำไม่ไม่ทำให้เรียบร้อย ตรวจให้เสร็จแล้วค่อยไปจ่ายเงินทีเดียว ถ้าเป็นโรคหัวใจจริงคงหัวใจวายตายไปแล้ว,2,"Went to have an appointment and had palpitations The doctor then went to check the ECG. The examination room is on the 2nd floor, but instead has to go to pay for the financial services on the 1st floor, then return to the 2nd floor. The nurse then says that he has to go up to the 3rd floor. I don't understand that I didn't do it. Finished checking and then paying If having a true heart disease, probably a heart attack is already dead."
แผนกคลอด และห้องเนอสเซอรี่ดีมากค่ะ ทั้ังการดูแลคุณแม่หลังคลอดและเด็กแรกเกิด คุณแม่มีปัญหาลูกดูดนมไม่ได้ พยาบาลช่วยเต็ม บางท่านออกเวรแล้ว แต่ยังอยู่ต่อเพื่อช่วยเหลือ รวมถึงพยาบาลคอยติดตามผลหลังออกจากรพ.แล้ว ได้ใจคุณแม่ไปเกิน 100 เลยค่ะ,5,Maternity department and nursery room are very good. Both care for mothers after birth and newborns. Mother cannot have breastfeeding problems. Full-time nurse Some people are on duty already. But still staying to help Including nurses waiting to follow up after leaving the hospital I got the mother's heart more than 100.
ชอบค่ะ,5,I like it
บรีการดีมากค่ะ,4,The service is very good.
เป็นระบบบ..และให้รายละเอียดกับคนไข้ที่มาใช้บริการได้ดี ตลอดจนมีการบอกขั้นตอนในการบริการในกรณีที่คนใช้มาเข้าใช้บริการ,5,Is a system and provides details for patients who use the service well As well as providing service procedures in the event that people use the service
ร.พ. เป็นโรงพยาบาลที่มีเครื่องมือทันสมัย และครบถ้วน แพทย์เก่ง มีการรักษาที่ทันสมัย ดิฉันไปรักษาโรคเกี่ยวกับนรีเวชมา แพทย์นัดเราบ่อยมาก เราก็คิดในใจมาบ่อยจัง แต่ไหนได้แพทย์เขาอยากให้เราหาย และไม่อยากให้เป็นมากเลยนัดเราบ่อย และการรักษาของแพทย์เป็นการรักษาที่ทันท่วงที,5,"The hospital is a hospital with modern equipment and complete, skilled doctors with modern treatment. I went to treat gynecological diseases. The doctors arranged for us very often. We often think in our hearts. But whenever the doctor wants us to be healed And do not want to be very much, so often arrange for us And medical treatment is timely treatment"
มีการจัดระบบการให้บริการผู้ป่วยอย่างเป็นระบบ เจ้าหน้าที่เต็มใจบริการ และดูแลผู้ป่วยย่างรอบด้าน. การเข้าพบแพทย์ตามเวลานีดหมายก็รอไม่นาน ทุกอย่างเป็นระบบระเบียบ สิ่งแวดล้อมโดยรวมดูสะอาดและปลอดภัย,4,There is a system for providing patient services systematically. Service staff willing And take care of patients around the grill. Seeing a doctor on time does not mean waiting. Everything is a systematic order. The overall environment looks clean and safe.
ได้เข้ารับการตรวจจากแพทย์ผู้มีประสบการณ์  มีเครื่องมือทันสมัย แผลเล็ก แพทย์และพยาบาลเอาใจใส่ตลอดการเข้ารับการรักษา,4,"Has been tested by experienced doctors There are modern tools, small wounds, doctors and nurses pay attention throughout the treatment."
ดิฉันไปคลอดที่รามาฯค่ะ ประทับใจทุกขั้นตอนการให้บริการเลยค่ะ ไม่ว่าจะเป็นสถานที่ อุปกรณ์เครื่องมือ แพทย์พยาบาล รวมถึงค่ารักษาพยาบาลดี,5,"I went to give birth at Rama. Impressed with every step of the service. Whether the location Medical equipment, nursing equipment, including good medical expenses"
รพ.มีระบบจัดการคิวอย่างรวดเร็ว อ.หมอให้คำปรึกษาได้ละเอียด พยาบาลยิ้มแย้มแจ่มใสใจเย็นกับเด็ก รพ.สะอาดมาก,5,The hospital has a fast queue management system. The doctor provided detailed advice. The nurse smiles calmly and calmly with the child. The hospital is very clean.
พาคุณแม่มาหาหมอทุกเดือนที่ตึกพระเทพฯพรีเมี่ยมค่ะ. ยอมจ่ายเงินแพงกว่าเพื่อความสะดวก รวดเร็ว แต่ก็ไม่ได้เร็วอย่างที่คิด มาเจอะเลือด 7โมงเช้า. หมอนัดตรวจ10โมง กว่าจะได้ตรวจเกือบเที่ยง หรือบ่ายโมง.แล้วไปจ่ายเงินและรับยา ซึ่งขั้นตอนนี้ช้ามากค่ะ รออย่างเร็วสุดๆ 1 ชม. เคยรอถึง 2. ชม.ค่ะ.ตรงจุดนี้อยากให้ปรับปรุงมากๆเลยค่ะ.,4,"Bring your mother to the doctor every month at the Phra Thep Premium Building. Agreeing to pay more expensive for convenience but not as fast as expected. Meet up at 7 o'clock in the morning. Until checking nearly noon Or one o'clock in the afternoon and then go to pay and receive medicine Which this process is very slow Wait as fast as 1 hour. Have been waiting for 2 hours. At this point, I would like to improve a lot."
บริการดีเอาใจไส่ดีมาโดยตลอด ตั้งแต่วันแรกจนถึงวันนี้ ขอบคุณเจ้าหน้าทุกท่าน ครับ,5,"Good service, always feel good From the first day until today Thank you everyone."
แผนก #หนวยสิทธิประโยชน์ผู้รับบริการ ชั้น1 ตรงประตูทางเข้า แยกตึกชัย ควรที่จะปรับปรุง เรื้องบัตรคิว นะครับ อย่าก จะแนะนำ ให้ นำบัตรคิว มาวางก่อน ได้มัย ผู้รับบริการจะได้ ไม่ต้องไปต่อแถวรอครับ บางคน ก็แทรกแถว บางคนก็แซงคิว อย่ากให้เห็นใจคนที่เจารอ อะคับ บางทีบัตรคิว ก็เปลียนตำแหนงวาง บอกเลย แย่มาก . บอกเลยเป็นอย่างนีมาหลายปีละ ผมมาก่อน ตี4 ทึกครั้งเห็นทุกครั้ง ครับ แค่อย่ากแนะนำ,1,"Division # Benefits, Service recipients on the 1st floor at the entrance to the Chai Building intersection should improve Renew the queue card. Do not recommend to put the queue card before placing the customer so that You don't have to wait in line. Some people are inserting the line, others passing the queue. Don't be sympathetic to the person you are waiting for. Sometimes the Q card has changed position. Very bad. Saying like this for many years, I come before 4 am every time I see every time. recommend"
ดีครับ ดีมากๆ ดีสุดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดดด,5,Good Very good Very good MM MM MM MM MM MM MM MM MM MM MM MM WV WV WV
ดีครับพยาบาลดีถามอะไรบอก เช่นถามว่าที่จอดรถอยู่ไหน ก็บอกดี ที่พักผ่อนก็เย็นดี..,4,"Good. Good nurse. Ask what. For example, asking where the parking space is told, well, the rest is cool .."
เจ้าหน้าที่ รพ.รามาดีมากครับเอาใจใส่ผู้ป่วยเป็นอย่างดีอยากให้ รพ.อื่นเอาเป็นแบบอย่างครับ,5,The staff at Rama Hospital are very good. We take good care of patients. Other hospitals are exemplary.
เคยไปเฝ้าอาม่าอยู่โรงบาลประมาณ2เครสสุดยอด,5,"Used to go to see Ama, stay at the hospital for about 2 crescents"
มาทำเบิกจ่ายตรงให้ยายยื่นเอกสารตอนตอนบ่าย 3 กับอีก 2 นาที (ดูจากมือถือ)เจ้าหน้าที่บอกว่า เลยเวลาแล้วคะ ปิดรับ. บ่าย 3 แล้วก็พูดจาแย่ ให้มาก่อนบ่าย 3 นะคะ ปิดรับบ่าย 3 มรึงจะตรงเวลาไปไหน กูอยากรู้ว่ามรึงเข้างานกี่โมง ถ้าวันหลังกูมาติดต่อเช้านะแล้วพวกมึงยังไม่มาหรือสาย 2 นาทีกูจะประจานพวกมึงบ้าง คนไข้แก่อายุ 78 เดินช้าไป 2 นาที พวกกูมาจากบ้านนอกคอกนาบ้านอยู่ต่างจังหวัดไงใช้เวลาเดินทางเยอะ แค่ 2 นาที,2,"Come to disburse directly to Grandma to submit documents in the afternoon 3 and 2 minutes (see from mobile phone) officials say It's time to close. Afternoon reception. Afternoon 3 and talk badly. Come before 3 in the afternoon. Closes at 3 pm. When will it be on time? I want to know what time you attend If the next day I come to contact you in the morning and you haven't come yet, or 2 minutes late, I will take you. Some older patients, 78 years old, are walking 2 minutes late. 2 minutes"
น้องพยาบาลตึกออโธฯน่ารักมากทุกคนเลยค่ะ.....,5,The orthopedic nurses are very cute.
รู้สึกสบายใจมากๆอุ่นใจที่ต้นคูณถูกส่งตัวมาที่โรงพยาบาลรามาธิบดีคุณหอมและคุณพยาบาลดูแลดีมากๆ,5,Feeling very comfortable. Tonkoon was sent to Ramathibodi Hospital. Khun Hom and the nurse took very good care.
บริการดี แต่คอยตรวจใช้เวลานายมาก การนัดผู้ป่วยช้ามากๆน่าใช้ระบบคอมพิวเตอร์มาใช้,5,Good service but checking you takes a lot of time. The patient appointment is very slow. Should use computer systems.
"เมื่อวันที่ ๗ ธันวาคม ปีที่แล้ว คุณป้าป่วยหนักเข้ารับการรักษาที่โรงพยาบาลรามา ตอนแรกอยู่หัองไอซียู ตอนหลังมาอยู่ที่ซีซียู และห้องคนไข้สามัญตามลำดับ ทุกห้อง ทุกที่ คุณหมอ คุณพยาบาล ให้การดูแลรักษาเป็นอย่างดี คำพูดคำจา อัธยาศัยไมตรี ดีมากมาก มีญาติคนป่วยเอาขนมนมเนยมาให้ คุณหมอคุณพยาบาลพูดว่า ""ไม่ต้องลำบากเรื่องหาของมาฝากหมอฝากพยาบาลหรอก แค่ญาติเจ็บไข้ได้ป่วยก็กังวลกันมากอยู่แล้ว"" ผ่านมาจะปีหนึ่ง ตอนนี้ป้าอาการดีขึ้นมาก แข็งแรง และเล่าให้ทุกคนฟังเสมอว่า หมอ พยาบาลท่ีดี ดูแลดีอย่างไร ขอบคุณมากนะคะ",5,"On December 7, last year, Aunt was seriously ill and admitted to Rama Hospital. At first, was in the ICU room. Later he came to CCU. And every common room, respectively. Every room, everywhere. The doctor and the nurse provide good care. The words are very hospitable. There are relatives. The sick people bring snacks, milk and butter. The doctor said the nurse ""Don't have to bother about finding things to leave for doctors, nurses Only relatives who are sick are already very worried. ""In the past year Now, my aunt has recovered a lot, is strong and always tells everyone about how good nurses care. Thank you very much"
แผนกฉุกเฉิน วันที่ 24 มิถุนายน 2559 เย็บแผลพ่อหนูได้ห่วยแตกมากๆ เศษขยะเต็มส้นเท้าก็ไม่เอาออก จนแผลมีอาการอักเสบและเน่า ถ้าปล่อยไว้ถึงวันนัดคงได้ตัดส้นเท้าทิ้ง,1,"Emergency department on June 24, 2016. Father Stitch's stitches are very bad. The debris filled the heel didn't remove Until the wound has inflammation and gangrene If left to the day of the match, probably cut off the heel"
ที่จอดมอไซด์ควรมีป้ายบอกแสดงให้ดูด้วยว่าตรงไหนจอดไม่ได้และยามที่อยู่ตรงจุดนั้นควรบอกประชาชนที่มาติดต่อด้วยไม่ใช่ยืนดูพอลับหลังมาล๊อคลัอแล้วให้เสียค่าปรับทำเกินกว่าเหตร.พคือที่บริการประชาชนไม่ใช่ที่ส่วนบุคคลนะและอบรมคำพูดของยามแต่ละตัวด้วยชอบใช้คำพูดหยาบคายไร้การศึกษาท่านผ.อลงมาดูหน่อยนะอย่าให้ถึงกับเอาคลิบออกมาแฉเลยนะเดียวจะดังจุดก็ไม่เคยอยู่บางครั้งก็เล่นแต่โทรศัพท์ยามที่ชื่อ นภัชรา หวังเมืองอีกคนและหัวหน้ายามอีกคนพูดจาไม่สุภาพผมพูดจริงไม่ได้ใส่ร้ายใครเรียกไปชี้แจงได้0847355004,5,"The motorcycle park should have a sign showing where it can't be parked, and the guard at that point should tell the people who come in contact, not to stand and watch. Than the hospital is a public service, not personal, and training the words of each guard as well, like to use vulgar words without education. Unfold. One point will be loud. Sometimes it is never the phone, but when I called Pat old guard and the head of another person not polite to say, I really do not slander anyone can call to clarify 0847355004."
จริยธรรมกับแพทย์เป็นคู่แท้ที่ไม่ควรแยกจากกัน,5,Ethics with doctors is a match that should not be separated.
ทุกอย่างดีหมดค่ะ แต่ตรงมาต่อใบส่งตัวนี่มายืนรอตั้งแต่08:10นะค่ะ ตอนนี้ 09:15 ผ่านไป40คน ล้ะ หนูจะรอต่อไปอีก20คนนะค่ะ,3,"Everything is good. But straight forward, this delivery card has been waiting since 08:10. Now 09:15 passed 40 people, so I will wait for another 20 people."
การรักษาถือว่าโอเครนะคร๊ แต่เรื่องที่จอดรถควรปรับปรุงเป้นอย่างมาก เพราะผู้ป่วยมาหาหมอแต่ละทีไม่มีที่จอดรถเลย ในโรงบาลก้อบอกให้จอดได้แต่เจ้าหน้า ตายห่าพอดีแระ คนป่วยรึญาติมาเยี่ยมผู้ป่วยต้องไปรถไว้ปั้มน้ำมันแล้วนั่งแท็กซี่มา แล้วจะมารถส่วนตัวไว้เพื่อ โรงบาลก้อใหญ่ แระ รวย แนะนำนะคร๊ทำที่รถเหมือนในห้างเลยคร๊ ทำหลายๆชั้นเพื่อรองรับคุนหมอ พยาบาลแระเจ้าหน้า ผู้ป่วยไม่ต้องสนใจหรอกคร๊,1,"Treatment is OK. But parking issues should be greatly improved Because patients come to the doctor each time there is no parking space at all In the hospital, told to park but the officer Damn it! Patients or relatives visiting patients have to go to the car, gas station and then take a taxi. And will come by private car for Hospital is large and rich. Recommended. Make the car like in the mall. Do many layers to support Kun Doctor. Nurse and staff The patient doesn't have to care."
ตั้งแต่ก้าวแรกจนถึงก้าวสุดท้าย ตั้งแต่บุรุษรถเข็น ผู้ช่วย พยาบาล และคุณหมอ แพทย์ นักศึกษาแพทย์ ทุกตำแหน่ง ทำไห้คนไข้และญาติอย่างหนูประทับใจอย่างมากๆค่ะ ขอบคุณที่ช่วยรักษาคนไข้ค่ะ ขอบคุณจริงๆค่ะ,5,"From the first step to the last step From wheelchairs, nursing assistants and doctors, doctors, medical students in every position, I am very impressed with patients and relatives. Thank you for helping the patient. Thank you"
ใจดีทุกคนคะพูดเพราะมากเอาใจใส่ทุกอย่างขอบพระคุณมากนะคะ..แต่แม่บ้านหยิ่งจริงๆมองเราไม่ดี(เราจนน่ะคะ),5,"Very kind everyone. Speaking because very caring for everything. Thank you very much .. but the housekeeper really arrogant, looking at us is not good (I am so poor)."
ลุงปวดขา ขอจ่ายเงิน ก่อน ไม่น่ามีคำพูดแบบนี้ออกมาจาก คนแซงคิวนะครับ การเงิน ก็ไม่มีปากพูดเลยนะครับ ผมว่า คนมาโรงพยาบาล ทุกคนก็ป่วยด้วยกันทั้งนั้นแหละครับ,1,Uncle aches. I asked to pay first. There shouldn't be a word like this coming out of People overtake the queue. There is no money to talk at all. I think people come to the hospital. Everyone is sick too.
พ่อผมไม่สบาย,1,My father is sick.
พยาบาลหลายท่านก้อดีและไม่ดี โดยเฉพาะแผนกห้องสังเกตุอาการ. อีอ้วนๆ บริการห่วยแตก. พูดจาแย่มาก. ถ้าผู้ใหญ่บนๆได้อ่านฝากแก้ไขพยาบาลแย่ๆกับเจ้าที่ห่วยๆด้วยนะ. ห้องฉุกเฉินพอๆกัน แย่มากกก. ไม่น่าเป็นรพชั้นนำ ของประเทศได้ เสียดายความสามารถหมอ,1,"Many nurses are good and bad. Especially the room to observe the symptoms. Fatty service sucks. Speaking very badly. If the upper adults read, please fix the bad nurse with the bad guy too. Equally emergency room. Very bad. Kg. Shouldn't be the leading hospital in the country."
อยากจะให้ 5 ดาวเหมือนกัน ติดตรงที่เจ้าหน้าที่พยาบาลเจาะเลือดหงุดหงิดใส่ เขาเจาะเราน่ะ คงลืมไปมั่งคนไข้ก็คนน่ะ เจ็บเป็นเหมือนกัน ถ้าไม่อยากทำงานแบบนี้น่าจะลาออกไปสะ ทำตัวน่าเกลียดจริง ๆ,4,"Would like to give 5 stars as well He bore us. Probably forgot to have the patients It hurts too If you don't want to work like this, you should quit. Acting really ugly"
ไปตรวจที่คลินิกพิเศษหูคอจมูก พรีเมี่ยม หมอเขียนใบสั่งยาก่อนตรวจและใช้เวลาตรวจประมาณ 1-2 นาที แบบไม่ได้ดูว่าตรวจแล้วเป็นอย่างไร ทำไปเพียงให้ได้้ชื่อว่าได้ตรวจแล้ว ไม่รู้จะรีบไปไหน.. ลองคิดดูว่าคนไข้ใช้เวลานัด กว่าจะได้เวลา รอประมาณ 2 อาทิตย์ เสียความรู้สึก แย่มากๆ,2,"Go to the Ear, Nose and Throat Special Clinic. The doctor writes a prescription before the examination and takes approximately 1-2 minutes without checking to see what it looks like. Just do it to get the name that has been checked. Don't know where to hurry .. Imagine that the patient takes an appointment Until waiting for about 2 weeks, feeling very bad."
ทั้งที่เป็นโรงพยาบาลชั้นนำทั้งด้านการรักษาและทีมแพทย์ แต่สิ่งที่สมควรพัฒนาคือคุณภาพด้านการบริการตั้งแต่พยาบาล ER เดินก้าวเข้าไปก็สร้างความรู้สึกแย่ตั้งแต่แรกรับคะ,2,"Both being a leading hospital in terms of treatment and medical team But what should be improved is the quality of service. Since the ER nurse stepped in, it made me feel bad at first."
ตั้งแต่ 30 ปีที่ผ ่านมาบริการดีมากแต่ระยะหลังนี้หล้าช้ามากค่ะ,5,"Since 30 years ago, the service is very good, but lately it is very slow."
ขอขอบพระคุณอาจารย์ พ.ญ.พิมพ์ใจ นิษารักษ์ ที่ให้การเอาใจใส่ดูแลผู้ป่วยเป็นอย่างดี,5,Thank you to Dr. Pimjai Nisarak for your great care and attention.
ไหล่หลุด ไปดึงเข้าที่ไม่มีการ xray ยาก็ไม่มีชุ่ยมากๆปวดตั้งแต่ 10 โมงร้องจนกรามค้างรอเลิกงานไป er ดันเจอชุดเดิมที่นี่หนักกว่าเก่าอีก คำทีพูดมาคุณควรคิดนะว่าสมควรจะอยู่ต่อไหม หลุดก็หลุดไปแถมยังเอาอะไรมาพันอีกเจ็บมากต้องรีบแกะทิ้ง พยาบาลเอาสำลีห้ามเลือดแต่ไม่ยอมดูว่าเลือดหยดได้ไม่เป็นไรแกะเองได้เลือดที่หยดทำไงดีสะบัดใส่หน้าพยาบาลเลยแล้วกันบอกไปว่าผมเรียกคุณแล้วแต่ไม่ฟังมีหัวไว้กั้นหู พอออกจากนี้ต้องหาโรงพยาบาลใกล้ที่สุดหมดไปหลายหมื่นเพราะการรักษาชุ่ยๆแบบนี้,1,"The shoulders fell off and there was no xray. No medicine. Very sloppy. Pain from 10 o'clock until crying until the jaw is waiting to finish. Er er found the same dress here harder than before. You should think that it is appropriate to stay. Dropped off and also wrapped a thousand more things. Very hurt. Must hurry to discard The nurse took a cotton ball to stop the bleeding, but refused to see if the blood was dripping. It's okay. Can remove the blood. What should I do? Flick it in the nurse's face. After leaving this, I had to find the nearest hospital for tens of thousands because of this sloppy treatment."
พยาบาลที่นี้พูดจาควยมากกูบอกเลยกูโครตหมดความอดทน เจ้าหน้าบางคนก็พูดจาทำหน้าตาไม่พอใจมึงมาทำ ทำไมว่ะพยาบาลนี้เก็บกฎมาหรอคือกูถามเหี้ยอะไรเคยตอบกูได้ป่ะ อะไรก็หมอ หมอสัสไห้กูรอหมออย่างเดียวกูก็ตายสิกูพูดดาวกูไม่อยากไห้หรอกพูดเลย มันแย่ว้ะโตเป็นควายผู้ไหญ่และทำตัวและยิ่งคนแก่บางคนน่ะพูดจากับเขา แย่ค่ะบริการแย่มาก แต่ขอบคุณหมอบางคน เจ้าหน้าที่บางคนที่ช่วยเหลือตลอดเวลาบริการดี✌️,1,"The nurse here talked a lot. I told him. I was too patient. Some of the officials said that they did not look happy. Why is this nurse keeping the rules? I ask, what a damn you can answer me? Whatever. Doctor, Doctor. I wait for the doctor. I will die. It's terrible to be a big buffalo and to act, and even some older people talk to him. Poor, service is terrible But thank you to some doctors Some staff that are always on hand to help.Good service ✌️"
ขอบคุณสำหรับ15ปีที่แล้วที่ดูแลหนู หนูอาจจะดื้อมากในตอนเด็กๆนิสัยไม่ดีกับพยาบาลตอนนอนอยู่เด็ก2 ขอโทษด้วยนะคะ ขออโหสิกรรมด้วย ร.พ รามา ดีมากๆ สอนให้ทำหลายอย่างๆเวลานอน ร.พ และมีเพื่อนๆใน ร.พ คะ และขอขอบคุณที่ทำให้หนูมีชีวิตรอดมาค่ะ แม้ทุกวันนี้อาจจะไม่หายก้อตาม แต่เดี๋ยวนี้รักษาอยู่ มหาราชเชียงใหม่แล้วค่ะทุกวันนี้..โรงพยายาลรามาดีกับหนูมากๆเก็บไว้เป็นความรู้สึกดีๆตลอดกาลค่ะ,5,"Thank you for 15 years ago for taking care of me. You may be very stubborn when you are in bad habits with the nurse while sleeping. Children 2 I'm sorry Please forgive me. Prama Hospital is very good. Teaches me to do many things when I sleep at the hospital and I have friends in the hospital. And thank you for making me survive. Although today may not disappear But now heal Today's Maharaj Maha Maharaj Hospital is very good with me, keeping it a good feeling forever."
รบกวนสอบถามหน่อยคะ หมอรักษาเด็ก เปิดวันไหน บ้างคะ ใครทราบ รบกวน ตอบกลับหน่อยนะคะ,4,"Please inquire. What day does the doctor treat children open? Anyone know, please reply."
พยาบาลพูดจาไม่ค่อยจะดีเท่าไหร่ ไม่รุ้จักว่าใครคือคนที่จะเคารพหรือไม่ คนแก่ชราก้อด่าเค้าเกินไป,5,Nurses do not speak very well. Do not know who is the person to respect or not. Old people scold him too.
รักษาดีตอนใช้สิทธิเบิกราชการและเสียเงินได้ยาเร็วพอใช้สิทธ30บาทรอยาเป็นอาทิตย์โรงบาลใหญ่สักยภาพระดับโลกไม่น่าจะไม่มียา,3,Good treatment when exercising the right to withdraw from government service and lose money quickly enough. Right for 30 baht. Wait for the drug for a week.
พยาบาลที่นี้พูดจาแย่มากกูบอกเลยกูโครตหมดความอดทน เจ้าหน้าบางคนก็พูดจาทำหน้าตาไม่พอใจมึงมาทำ ทำไมว่ะพยาบาลนี้เก็บกฎมาหรอคือกูถามเยี้ยอะไรเคยตอบกูได้ป่ะ อะไรก็หมอ หมอสั....ให้กูรอหมออย่างเดียวกูก็ตายสิกูพูดดาวกูไม่อยากไห้หรอกพูดเลย แย่ค่ะบริการแย่มาก แต่ขอบคุณหมอบางคน เจ้าหน้าที่บางคนที่ช่วยเหลือตลอดเวลาบริการดี✌️,1,"The nurse here spoke very badly. I said it. I was too patient. Some of the officials said that they did not look happy. Why are these nurses collecting rules? I asked, ""What? Can you answer me? What? Doctor. Doctor .... I wait for the doctor. I will die. Poor, service is terrible But thank you to some doctors Some staff that are always on hand to help.Good service ✌️"
อยากจะบอกทุกคนว่า ตลอดชีวิต ของฉัน รักษา รพ รามาตลอดค่ะ ฉันคิดว่าฉันภมิใจ ในรามาธิบดี อบอ่นทุกครั้ง ที่เข้ามาใน รพ รามาและไม่เคยบืมที่จะบริจาคเข้ามูลนิธิ ตลอดค่ะ น้อยบ้าง มากบ้าง ตามอัตภาพ ดีใจค่ะ,5,"I want to tell everyone that throughout my life I have been treated the hospital all the time. I think that I am happy in Ramathibodi every time I come to the hospital and have never been able to donate to the foundation. Some more, some according to personal circumstances. I'm happy."
ขอโทษนะค่ะ อยากจะสอบถามทางโรงพยาบาลรามาธบดี เกี่ยวกับการเปิดรับบริจาค #เครื่องสำอางเก่าๆเพื่อแต่งหน้าศพ# อะค่ะว่ายังเปิดรับบริจาคมั่ย คือทางเราจะทำการเปิดรับบริจาคเพื่อการทำบุญแล้วส่งต่อไปยังทางโรงพยาบาล เลยอยากทราบว่าทางโรงพยาบาลยังเปิดรับอยู่รึป่าว รบกวนผู้ทราบเรื่องนี้ติดต่อกลับ 081-0887436 FB. Waksy JS. ID. ib523 ขอพื้นที่เล็กเพื่อสอบถามหน่อยน่ะค่ะ,4,Sorry. I would like to inquire at Rama Hospital. About donations #Old cosmetics to make up corpses #Accepting donations Is that we will open to accept donations for making merit and forward to the hospital Therefore want to know if the hospital is still open or not? Please contact 081-0887436 FB. Waksy JS. ID. Ib523 to request a small space to inquire.
"ถามอะไรหน่อยได้ไหม พอจะรู้จักใครที่เขามีปัญหาสุขภาพ เช่น คนที่อยากจะลดน้ำหนัก กระชับสัดส่วน ต้นแขนต้นขา หน้าท้อง เพิ่มน้ำหนัก อยากผิวขาว มีออร่า สิว เพิ่มหน้าอก อยากเพิ่มนาด ใหญ่ ยาว อึด ทน นาน เพิ่มน้ำ เพิ่มรอบให้ยาวนาน และคนที่มีปัญหาเรื่องการขับถ่าย อย่าง2-3วันถ่ายที่และญาติผู้ใหญ่เป็นโรค ประจำ เช่น.ความดัน,เบาหวาน,โรคหัวใจ,โรคมะเร็ง ถ้ามีช่วยแนะนำให้ด้วยนะ ขอบคุณมากๆๆจร้า",5,"Can i ask Enough to know someone who has health problems, such as someone who wants to lose weight Firming the upper arms, thighs, abdomen, adding weight, want to have white skin, aura, acne, increase chest, want to increase the big size, long lasting, long lasting, add water, increase the cycle for a long time And people who have digestive problems Like 2-3 days taken at and relatives with regular diseases such as pressure, diabetes, heart disease, cancer If there is, please recommend Thank you very much"
พยาบาล หน่วยฝากครรภ์ น่ารักมากเลยค่ะ บริการดีค่ะ,5,Nurse antenatal unit Very cute. Good service.
ขอบคุณทีมแพทย์และเจ้าหน้าที่ทุกท่าน ที่สละเวลาทำการผ่าตัดคุณแม่ เมาะห์ สันเต๊ะ วัย82 ปีโดยใช้เวลายาวนานถึง 8 ชม จนคุณแม่ปลอดภัย และกลับมาใช้ชีวิตได้ตามปรกติอีกครั้ง ขอให้กำลังใจในส่วนของคณะแพทย์และเจ้าหน้าที่ทุกท่าน ขอให้ครอบครัวของท่านประสบแด่ความสุขความเจริญตลอดไป ขอบคุณจากใจ ขอบคุณคะ,5,"Thank you to all the medical team and staff. Who is taking the time to perform the surgery, 82-year-old Mah Son Teh, for 8 hours until the mother is safe And return to normal life again Please encourage the part of the medical team and all staff. May your family experience happiness and prosperity forever. Thank you from the heart. Thank you."
ชอบสถานที่สะอาดการไปมาสะดวกระหว่างตึกพนักงานขับรถดีมากมีน้ำใจคอยช่วยเหลือคนป่วยให้มีความคล่องตัวมากขึ้น,4,"Love the clean place, convenient transportation between the buildings, the driver is very good, generous to help the patients to be more agile."
สุดยอดบริการดีมากๆ 29.มิ.ยเราจะมาอีกหมอนัด,5,"Very good service 29. June, we will come again, doctor appointment"
คำว่าห้องฉุกเฉินแพทย์และพยาบาลต้องพร้อมที่ปฎิงานและช่วยเหลือคนป่วยแต่นี่อะไรพยายาลนั่งเล่นแต่มือมันใช่เวลาไหม?คุณไม่สมควรอย่างยิ่งยิ่งเป็นรพ.ของรัฐแล้วถ้าคุณไม่พร้อมคุณออกไปซะเห็นแล้วเสียความรู้สึกมากๆคนป่วยเขาทุกข์เขาเจ็บปวดและทรมานพวกคุณขึ้นชื่อว่าเป็นผู้รักษาจงทำหน้าที่ไห้ดีที่สุด...,1,"The word emergency room, doctors and nurses must be ready to work and help the sick. But this is what it is. But it is the right time? You don't deserve to be a government hospital. Go see and feel bad. The sick, the suffering, the pain and the torture. You are reputed to be the keeper. Do the best ..."
บริการแย่ โดยเฉพาะพวกพยาบาล,1,"Poor service, especially for nurses"
